"Step","0302125358 - train_accuracy","0302125358 - train_accuracy__MIN","0302125358 - train_accuracy__MAX"
"3305","1","1","1"
"3306","1","1","1"
"3307","0.9375","0.9375","0.9375"
"3308","0.96875","0.96875","0.96875"
"3309","0.96875","0.96875","0.96875"
"3310","0.90625","0.90625","0.90625"
"3311","1","1","1"
"3312","1","1","1"
"3313","0.9375","0.9375","0.9375"
"3314","1","1","1"
"3315","0.9375","0.9375","0.9375"
"3316","1","1","1"
"3317","0.96875","0.96875","0.96875"
"3318","0.96875","0.96875","0.96875"
"3319","1","1","1"
"3320","0.96875","0.96875","0.96875"
"3321","0.9375","0.9375","0.9375"
"3322","0.96875","0.96875","0.96875"
"3323","1","1","1"
"3324","1","1","1"
"3325","0.96875","0.96875","0.96875"
"3326","0.9375","0.9375","0.9375"
"3327","0.9375","0.9375","0.9375"
"3328","1","1","1"
"3329","0.96875","0.96875","0.96875"
"3330","1","1","1"
"3331","0.875","0.875","0.875"
"3332","0.96875","0.96875","0.96875"
"3333","1","1","1"
"3334","1","1","1"
"3335","1","1","1"
"3336","0.96875","0.96875","0.96875"
"3337","0.96875","0.96875","0.96875"
"3338","0.9375","0.9375","0.9375"
"3339","1","1","1"
"3340","1","1","1"
"3341","1","1","1"
"3342","0.96875","0.96875","0.96875"
"3343","1","1","1"
"3344","1","1","1"
"3345","1","1","1"
"3346","0.96875","0.96875","0.96875"
"3347","0.9375","0.9375","0.9375"
"3348","1","1","1"
"3349","0.96875","0.96875","0.96875"
"3350","0.90625","0.90625","0.90625"
"3351","0.96875","0.96875","0.96875"
"3352","1","1","1"
"3353","1","1","1"
"3354","0.9375","0.9375","0.9375"
"3355","0.96875","0.96875","0.96875"
"3356","1","1","1"
"3357","0.96875","0.96875","0.96875"
"3358","0.96875","0.96875","0.96875"
"3359","1","1","1"
"3360","0.96875","0.96875","0.96875"
"3361","1","1","1"
"3362","1","1","1"
"3363","0.96875","0.96875","0.96875"
"3364","0.96875","0.96875","0.96875"
"3365","0.96875","0.96875","0.96875"
"3366","0.90625","0.90625","0.90625"
"3367","0.96875","0.96875","0.96875"
"3368","0.96875","0.96875","0.96875"
"3369","0.96875","0.96875","0.96875"
"3370","0.96875","0.96875","0.96875"
"3371","0.96875","0.96875","0.96875"
"3372","0.875","0.875","0.875"
"3373","0.96875","0.96875","0.96875"
"3374","0.9375","0.9375","0.9375"
"3375","0.9375","0.9375","0.9375"
"3376","0.9375","0.9375","0.9375"
"3377","0.9375","0.9375","0.9375"
"3378","0.96875","0.96875","0.96875"
"3379","1","1","1"
"3380","1","1","1"
"3381","1","1","1"
"3382","1","1","1"
"3384","1","1","1"
"3385","0.96875","0.96875","0.96875"
"3386","0.9375","0.9375","0.9375"
"3387","0.96875","0.96875","0.96875"
"3388","1","1","1"
"3389","1","1","1"
"3390","0.96875","0.96875","0.96875"
"3391","0.96875","0.96875","0.96875"
"3392","0.96875","0.96875","0.96875"
"3393","0.90625","0.90625","0.90625"
"3394","1","1","1"
"3395","1","1","1"
"3396","0.96875","0.96875","0.96875"
"3397","1","1","1"
"3398","1","1","1"
"3399","0.9375","0.9375","0.9375"
"3400","0.96875","0.96875","0.96875"
"3401","1","1","1"
"3402","1","1","1"
"3403","0.96875","0.96875","0.96875"
"3404","1","1","1"
"3405","0.9375","0.9375","0.9375"
"3406","1","1","1"
"3407","1","1","1"
"3408","0.96875","0.96875","0.96875"
"3409","0.96875","0.96875","0.96875"
"3410","0.96875","0.96875","0.96875"
"3411","0.96875","0.96875","0.96875"
"3412","0.96875","0.96875","0.96875"
"3413","1","1","1"
"3414","0.96875","0.96875","0.96875"
"3415","1","1","1"
"3416","1","1","1"
"3417","1","1","1"
"3418","0.96875","0.96875","0.96875"
"3419","1","1","1"
"3420","1","1","1"
"3421","0.96875","0.96875","0.96875"
"3422","1","1","1"
"3423","1","1","1"
"3424","1","1","1"
"3425","1","1","1"
"3426","1","1","1"
"3427","1","1","1"
"3428","0.96875","0.96875","0.96875"
"3429","0.96875","0.96875","0.96875"
"3430","0.96875","0.96875","0.96875"
"3431","1","1","1"
"3432","1","1","1"
"3433","0.96875","0.96875","0.96875"
"3434","1","1","1"
"3435","1","1","1"
"3436","1","1","1"
"3437","0.96875","0.96875","0.96875"
"3438","1","1","1"
"3439","1","1","1"
"3440","1","1","1"
"3441","1","1","1"
"3442","0.9375","0.9375","0.9375"
"3443","1","1","1"
"3444","1","1","1"
"3445","1","1","1"
"3446","1","1","1"
"3447","1","1","1"
"3448","0.9375","0.9375","0.9375"
"3449","1","1","1"
"3450","0.9375","0.9375","0.9375"
"3451","1","1","1"
"3452","1","1","1"
"3453","0.96875","0.96875","0.96875"
"3454","1","1","1"
"3455","1","1","1"
"3456","1","1","1"
"3457","0.96875","0.96875","0.96875"
"3458","0.9375","0.9375","0.9375"
"3459","1","1","1"
"3460","0.96875","0.96875","0.96875"
"3461","1","1","1"
"3462","0.875","0.875","0.875"
"3463","0.90625","0.90625","0.90625"
"3464","1","1","1"
"3465","1","1","1"
"3466","0.9375","0.9375","0.9375"
"3467","0.96875","0.96875","0.96875"
"3468","1","1","1"
"3469","1","1","1"
"3470","0.9375","0.9375","0.9375"
"3471","1","1","1"
"3472","1","1","1"
"3473","0.96875","0.96875","0.96875"
"3474","1","1","1"
"3475","0.9375","0.9375","0.9375"
"3476","0.96875","0.96875","0.96875"
"3477","0.96875","0.96875","0.96875"
"3478","0.96875","0.96875","0.96875"
"3479","1","1","1"
"3480","0.90625","0.90625","0.90625"
"3481","1","1","1"
"3482","1","1","1"
"3483","0.96875","0.96875","0.96875"
"3484","0.96875","0.96875","0.96875"
"3485","1","1","1"
"3486","0.96875","0.96875","0.96875"
"3487","1","1","1"
"3488","0.9375","0.9375","0.9375"
"3489","0.96875","0.96875","0.96875"
"3490","0.96875","0.96875","0.96875"
"3491","1","1","1"
"3492","1","1","1"
"3493","1","1","1"
"3494","0.96875","0.96875","0.96875"
"3495","1","1","1"
"3496","0.90625","0.90625","0.90625"
"3497","1","1","1"
"3498","0.96875","0.96875","0.96875"
"3499","0.96875","0.96875","0.96875"
"3500","0.96875","0.96875","0.96875"
"3501","1","1","1"
"3502","1","1","1"
"3503","1","1","1"
"3504","1","1","1"
"3505","0.96875","0.96875","0.96875"
"3506","1","1","1"
"3507","1","1","1"
"3508","1","1","1"
"3509","0.9375","0.9375","0.9375"
"3510","0.96875","0.96875","0.96875"
"3511","0.96875","0.96875","0.96875"
"3512","1","1","1"
"3513","1","1","1"
"3514","1","1","1"
"3515","1","1","1"
"3516","1","1","1"
"3517","0.90625","0.90625","0.90625"
"3518","0.96875","0.96875","0.96875"
"3519","1","1","1"
"3520","0.9375","0.9375","0.9375"
"3521","1","1","1"
"3522","1","1","1"
"3523","1","1","1"
"3524","0.96875","0.96875","0.96875"
"3525","1","1","1"
"3526","1","1","1"
"3527","1","1","1"
"3528","1","1","1"
"3529","1","1","1"
"3530","0.96875","0.96875","0.96875"
"3531","1","1","1"
"3532","0.96875","0.96875","0.96875"
"3533","1","1","1"
"3534","1","1","1"
"3535","0.96875","0.96875","0.96875"
"3536","1","1","1"
"3537","0.96875","0.96875","0.96875"
"3538","0.9375","0.9375","0.9375"
"3539","0.96875","0.96875","0.96875"
"3540","0.96875","0.96875","0.96875"
"3541","1","1","1"
"3542","1","1","1"
"3543","1","1","1"
"3544","0.9375","0.9375","0.9375"
"3545","1","1","1"
"3546","0.96875","0.96875","0.96875"
"3547","0.8125","0.8125","0.8125"
"3548","0.96875","0.96875","0.96875"
"3549","0.96875","0.96875","0.96875"
"3550","0.96875","0.96875","0.96875"
"3551","1","1","1"
"3552","0.96875","0.96875","0.96875"
"3553","1","1","1"
"3554","1","1","1"
"3555","1","1","1"
"3556","1","1","1"
"3557","1","1","1"
"3558","1","1","1"
"3559","0.96875","0.96875","0.96875"
"3560","0.96875","0.96875","0.96875"
"3561","1","1","1"
"3562","0.96875","0.96875","0.96875"
"3563","0.96875","0.96875","0.96875"
"3564","0.9375","0.9375","0.9375"
"3565","1","1","1"
"3566","0.96875","0.96875","0.96875"
"3567","0.9375","0.9375","0.9375"
"3568","1","1","1"
"3569","0.9375","0.9375","0.9375"
"3570","0.9375","0.9375","0.9375"
"3571","0.96875","0.96875","0.96875"
"3572","1","1","1"
"3573","1","1","1"
"3574","1","1","1"
"3575","0.96875","0.96875","0.96875"
"3576","0.96875","0.96875","0.96875"
"3577","0.9375","0.9375","0.9375"
"3578","1","1","1"
"3579","1","1","1"
"3580","1","1","1"
"3581","1","1","1"
"3582","1","1","1"
"3583","1","1","1"
"3584","1","1","1"
"3585","1","1","1"
"3586","1","1","1"
"3587","1","1","1"
"3588","0.9375","0.9375","0.9375"
"3589","0.96875","0.96875","0.96875"
"3590","1","1","1"
"3591","0.9375","0.9375","0.9375"
"3592","0.96875","0.96875","0.96875"
"3593","1","1","1"
"3594","1","1","1"
"3595","1","1","1"
"3596","1","1","1"
"3597","1","1","1"
"3598","1","1","1"
"3599","0.90625","0.90625","0.90625"
"3600","0.96875","0.96875","0.96875"
"3601","0.96875","0.96875","0.96875"
"3602","0.96875","0.96875","0.96875"
"3603","1","1","1"
"3604","0.96875","0.96875","0.96875"
"3605","1","1","1"
"3606","0.96875","0.96875","0.96875"
"3607","0.96875","0.96875","0.96875"
"3608","0.96875","0.96875","0.96875"
"3609","1","1","1"
"3610","1","1","1"
"3611","1","1","1"
"3612","1","1","1"
"3613","0.96875","0.96875","0.96875"
"3614","1","1","1"
"3615","1","1","1"
"3616","0.96875","0.96875","0.96875"
"3617","1","1","1"
"3618","0.96875","0.96875","0.96875"
"3619","0.96875","0.96875","0.96875"
"3620","1","1","1"
"3621","1","1","1"
"3622","1","1","1"
"3623","1","1","1"
"3624","1","1","1"
"3625","0.9375","0.9375","0.9375"
"3626","1","1","1"
"3627","0.9375","0.9375","0.9375"
"3628","1","1","1"
"3629","1","1","1"
"3630","1","1","1"
"3631","1","1","1"
"3632","0.96875","0.96875","0.96875"
"3633","1","1","1"
"3634","1","1","1"
"3635","1","1","1"
"3636","1","1","1"
"3637","1","1","1"
"3638","0.96875","0.96875","0.96875"
"3639","1","1","1"
"3640","1","1","1"
"3641","1","1","1"
"3642","1","1","1"
"3643","1","1","1"
"3644","1","1","1"
"3645","1","1","1"
"3646","1","1","1"
"3647","0.96875","0.96875","0.96875"
"3648","0.96875","0.96875","0.96875"
"3649","0.96875","0.96875","0.96875"
"3650","1","1","1"
"3651","0.90625","0.90625","0.90625"
"3652","0.90625","0.90625","0.90625"
"3653","1","1","1"
"3654","0.96875","0.96875","0.96875"
"3655","1","1","1"
"3656","1","1","1"
"3657","1","1","1"
"3658","1","1","1"
"3659","0.96875","0.96875","0.96875"
"3660","1","1","1"
"3661","1","1","1"
"3662","0.96875","0.96875","0.96875"
"3663","0.875","0.875","0.875"
"3664","1","1","1"
"3665","0.9375","0.9375","0.9375"
"3666","1","1","1"
"3667","1","1","1"
"3668","0.96875","0.96875","0.96875"
"3669","0.96875","0.96875","0.96875"
"3670","1","1","1"
"3671","0.96875","0.96875","0.96875"
"3672","1","1","1"
"3673","0.96875","0.96875","0.96875"
"3674","0.9375","0.9375","0.9375"
"3675","0.96875","0.96875","0.96875"
"3676","0.875","0.875","0.875"
"3677","0.9375","0.9375","0.9375"
"3678","1","1","1"
"3679","0.96875","0.96875","0.96875"
"3680","0.96875","0.96875","0.96875"
"3681","1","1","1"
"3682","0.875","0.875","0.875"
"3683","0.90625","0.90625","0.90625"
"3684","1","1","1"
"3685","0.9375","0.9375","0.9375"
"3686","0.96875","0.96875","0.96875"
"3687","1","1","1"
"3688","1","1","1"
"3689","1","1","1"
"3690","0.96875","0.96875","0.96875"
"3691","1","1","1"
"3692","0.9375","0.9375","0.9375"
"3693","0.9375","0.9375","0.9375"
"3694","1","1","1"
"3695","0.96875","0.96875","0.96875"
"3696","1","1","1"
"3697","0.9375","0.9375","0.9375"
"3698","1","1","1"
"3699","1","1","1"
"3700","1","1","1"
"3701","1","1","1"
"3702","0.96875","0.96875","0.96875"
"3703","1","1","1"
"3704","0.96875","0.96875","0.96875"
"3705","1","1","1"
"3706","1","1","1"
"3707","1","1","1"
"3708","0.84375","0.84375","0.84375"
"3709","1","1","1"
"3710","1","1","1"
"3711","1","1","1"
"3712","1","1","1"
"3713","0.90625","0.90625","0.90625"
"3714","0.96875","0.96875","0.96875"
"3715","0.96875","0.96875","0.96875"
"3716","0.9375","0.9375","0.9375"
"3717","0.96875","0.96875","0.96875"
"3718","1","1","1"
"3719","1","1","1"
"3720","1","1","1"
"3721","0.9375","0.9375","0.9375"
"3722","0.96875","0.96875","0.96875"
"3723","0.96875","0.96875","0.96875"
"3724","0.96875","0.96875","0.96875"
"3725","1","1","1"
"3726","1","1","1"
"3727","0.96875","0.96875","0.96875"
"3728","1","1","1"
"3729","1","1","1"
"3730","0.96875","0.96875","0.96875"
"3731","0.96875","0.96875","0.96875"
"3732","0.9375","0.9375","0.9375"
"3733","0.96875","0.96875","0.96875"
"3734","1","1","1"
"3735","0.96875","0.96875","0.96875"
"3736","1","1","1"
"3737","0.96875","0.96875","0.96875"
"3738","1","1","1"
"3739","0.96875","0.96875","0.96875"
"3740","1","1","1"
"3741","0.96875","0.96875","0.96875"
"3742","0.96875","0.96875","0.96875"
"3743","0.96875","0.96875","0.96875"
"3744","0.9375","0.9375","0.9375"
"3745","0.96875","0.96875","0.96875"
"3746","0.96875","0.96875","0.96875"
"3747","0.96875","0.96875","0.96875"
"3748","0.9375","0.9375","0.9375"
"3749","1","1","1"
"3750","1","1","1"
"3751","0.875","0.875","0.875"
"3752","1","1","1"
"3753","0.96875","0.96875","0.96875"
"3754","0.96875","0.96875","0.96875"
"3755","0.9375","0.9375","0.9375"
"3756","0.96875","0.96875","0.96875"
"3757","1","1","1"
"3758","0.9375","0.9375","0.9375"
"3760","0.96875","0.96875","0.96875"
"3761","1","1","1"
"3762","1","1","1"
"3763","0.9375","0.9375","0.9375"
"3764","1","1","1"
"3765","1","1","1"
"3766","1","1","1"
"3767","1","1","1"
"3768","0.96875","0.96875","0.96875"
"3769","1","1","1"
"3770","0.96875","0.96875","0.96875"
"3771","1","1","1"
"3772","0.9375","0.9375","0.9375"
"3773","1","1","1"
"3774","0.96875","0.96875","0.96875"
"3775","0.96875","0.96875","0.96875"
"3776","1","1","1"
"3777","0.9375","0.9375","0.9375"
"3778","1","1","1"
"3779","1","1","1"
"3780","1","1","1"
"3781","1","1","1"
"3782","0.96875","0.96875","0.96875"
"3783","0.96875","0.96875","0.96875"
"3784","1","1","1"
"3785","1","1","1"
"3786","1","1","1"
"3787","1","1","1"
"3788","0.9375","0.9375","0.9375"
"3789","1","1","1"
"3790","1","1","1"
"3791","0.96875","0.96875","0.96875"
"3792","1","1","1"
"3793","0.96875","0.96875","0.96875"
"3794","1","1","1"
"3795","1","1","1"
"3796","1","1","1"
"3797","1","1","1"
"3798","0.90625","0.90625","0.90625"
"3799","1","1","1"
"3800","1","1","1"
"3801","1","1","1"
"3802","0.96875","0.96875","0.96875"
"3803","1","1","1"
"3804","1","1","1"
"3805","1","1","1"
"3806","0.96875","0.96875","0.96875"
"3807","1","1","1"
"3808","1","1","1"
"3809","1","1","1"
"3810","0.96875","0.96875","0.96875"
"3811","1","1","1"
"3812","1","1","1"
"3813","1","1","1"
"3814","1","1","1"
"3815","0.9375","0.9375","0.9375"
"3816","1","1","1"
"3817","1","1","1"
"3818","0.96875","0.96875","0.96875"
"3819","0.9375","0.9375","0.9375"
"3820","0.96875","0.96875","0.96875"
"3821","1","1","1"
"3822","1","1","1"
"3823","1","1","1"
"3824","0.96875","0.96875","0.96875"
"3825","0.96875","0.96875","0.96875"
"3826","0.96875","0.96875","0.96875"
"3827","1","1","1"
"3828","1","1","1"
"3829","1","1","1"
"3830","1","1","1"
"3831","1","1","1"
"3832","0.96875","0.96875","0.96875"
"3833","1","1","1"
"3834","0.9375","0.9375","0.9375"
"3835","0.9375","0.9375","0.9375"
"3836","0.96875","0.96875","0.96875"
"3837","0.96875","0.96875","0.96875"
"3838","1","1","1"
"3839","0.96875","0.96875","0.96875"
"3840","1","1","1"
"3841","1","1","1"
"3842","0.96875","0.96875","0.96875"
"3843","1","1","1"
"3844","1","1","1"
"3845","0.96875","0.96875","0.96875"
"3846","1","1","1"
"3847","0.96875","0.96875","0.96875"
"3848","0.96875","0.96875","0.96875"
"3849","1","1","1"
"3850","0.96875","0.96875","0.96875"
"3851","1","1","1"
"3852","0.96875","0.96875","0.96875"
"3853","1","1","1"
"3854","0.96875","0.96875","0.96875"
"3855","1","1","1"
"3856","0.96875","0.96875","0.96875"
"3857","0.96875","0.96875","0.96875"
"3858","1","1","1"
"3859","1","1","1"
"3860","0.96875","0.96875","0.96875"
"3861","0.96875","0.96875","0.96875"
"3862","0.9375","0.9375","0.9375"
"3863","1","1","1"
"3864","1","1","1"
"3865","1","1","1"
"3866","0.96875","0.96875","0.96875"
"3867","1","1","1"
"3868","0.9375","0.9375","0.9375"
"3869","1","1","1"
"3870","1","1","1"
"3871","1","1","1"
"3872","1","1","1"
"3873","1","1","1"
"3874","0.96875","0.96875","0.96875"
"3875","0.9375","0.9375","0.9375"
"3876","1","1","1"
"3877","1","1","1"
"3878","0.9375","0.9375","0.9375"
"3879","0.96875","0.96875","0.96875"
"3880","1","1","1"
"3881","0.96875","0.96875","0.96875"
"3882","1","1","1"
"3883","1","1","1"
"3884","1","1","1"
"3885","0.9375","0.9375","0.9375"
"3886","0.9375","0.9375","0.9375"
"3887","1","1","1"
"3888","0.96875","0.96875","0.96875"
"3889","1","1","1"
"3890","1","1","1"
"3891","1","1","1"
"3892","1","1","1"
"3893","1","1","1"
"3894","1","1","1"
"3895","0.96875","0.96875","0.96875"
"3896","0.96875","0.96875","0.96875"
"3897","1","1","1"
"3898","0.96875","0.96875","0.96875"
"3899","1","1","1"
"3900","1","1","1"
"3901","0.96875","0.96875","0.96875"
"3902","1","1","1"
"3903","0.875","0.875","0.875"
"3904","1","1","1"
"3905","0.96875","0.96875","0.96875"
"3906","0.96875","0.96875","0.96875"
"3907","1","1","1"
"3908","0.9375","0.9375","0.9375"
"3909","0.96875","0.96875","0.96875"
"3910","0.9375","0.9375","0.9375"
"3911","1","1","1"
"3912","1","1","1"
"3913","1","1","1"
"3914","0.90625","0.90625","0.90625"
"3915","1","1","1"
"3916","1","1","1"
"3917","1","1","1"
"3918","1","1","1"
"3919","0.90625","0.90625","0.90625"
"3920","0.9375","0.9375","0.9375"
"3921","1","1","1"
"3922","0.9375","0.9375","0.9375"
"3923","0.96875","0.96875","0.96875"
"3924","0.96875","0.96875","0.96875"
"3925","1","1","1"
"3926","1","1","1"
"3927","0.96875","0.96875","0.96875"
"3928","0.96875","0.96875","0.96875"
"3929","0.96875","0.96875","0.96875"
"3930","0.96875","0.96875","0.96875"
"3931","0.96875","0.96875","0.96875"
"3932","1","1","1"
"3933","1","1","1"
"3934","0.96875","0.96875","0.96875"
"3935","0.96875","0.96875","0.96875"
"3936","1","1","1"
"3937","1","1","1"
"3938","1","1","1"
"3939","1","1","1"
"3940","0.96875","0.96875","0.96875"
"3941","1","1","1"
"3942","0.9375","0.9375","0.9375"
"3943","1","1","1"
"3944","1","1","1"
"3945","0.96875","0.96875","0.96875"
"3946","1","1","1"
"3947","0.96875","0.96875","0.96875"
"3948","0.96875","0.96875","0.96875"
"3949","0.96875","0.96875","0.96875"
"3950","0.9375","0.9375","0.9375"
"3951","0.96875","0.96875","0.96875"
"3952","0.96875","0.96875","0.96875"
"3953","1","1","1"
"3954","1","1","1"
"3955","0.96875","0.96875","0.96875"
"3956","0.9375","0.9375","0.9375"
"3957","0.96875","0.96875","0.96875"
"3958","1","1","1"
"3959","0.96875","0.96875","0.96875"
"3960","1","1","1"
"3961","1","1","1"
"3962","1","1","1"
"3963","1","1","1"
"3964","0.96875","0.96875","0.96875"
"3965","0.96875","0.96875","0.96875"
"3966","1","1","1"
"3967","0.96875","0.96875","0.96875"
"3968","1","1","1"
"3969","1","1","1"
"3970","1","1","1"
"3971","1","1","1"
"3972","1","1","1"
"3973","1","1","1"
"3974","1","1","1"
"3975","1","1","1"
"3976","1","1","1"
"3977","1","1","1"
"3978","1","1","1"
"3979","1","1","1"
"3980","1","1","1"
"3981","0.96875","0.96875","0.96875"
"3982","0.96875","0.96875","0.96875"
"3983","0.96875","0.96875","0.96875"
"3984","1","1","1"
"3985","1","1","1"
"3986","0.96875","0.96875","0.96875"
"3987","1","1","1"
"3988","1","1","1"
"3989","0.90625","0.90625","0.90625"
"3990","1","1","1"
"3991","1","1","1"
"3992","0.9375","0.9375","0.9375"
"3993","0.9375","0.9375","0.9375"
"3994","0.96875","0.96875","0.96875"
"3995","1","1","1"
"3996","0.96875","0.96875","0.96875"
"3997","0.96875","0.96875","0.96875"
"3998","1","1","1"
"3999","0.96875","0.96875","0.96875"
"4000","0.90625","0.90625","0.90625"
"4001","1","1","1"
"4002","0.96875","0.96875","0.96875"
"4003","0.96875","0.96875","0.96875"
"4004","0.96875","0.96875","0.96875"
"4005","0.96875","0.96875","0.96875"
"4006","0.9375","0.9375","0.9375"
"4007","0.9375","0.9375","0.9375"
"4008","0.9375","0.9375","0.9375"
"4009","1","1","1"
"4010","1","1","1"
"4011","0.90625","0.90625","0.90625"
"4012","1","1","1"
"4013","0.9375","0.9375","0.9375"
"4014","1","1","1"
"4015","1","1","1"
"4016","0.9375","0.9375","0.9375"
"4017","1","1","1"
"4018","0.96875","0.96875","0.96875"
"4019","1","1","1"
"4020","0.96875","0.96875","0.96875"
"4021","1","1","1"
"4022","1","1","1"
"4023","1","1","1"
"4024","0.96875","0.96875","0.96875"
"4025","1","1","1"
"4026","1","1","1"
"4027","1","1","1"
"4028","0.9375","0.9375","0.9375"
"4029","1","1","1"
"4030","1","1","1"
"4031","0.9375","0.9375","0.9375"
"4032","0.96875","0.96875","0.96875"
"4033","0.96875","0.96875","0.96875"
"4034","1","1","1"
"4035","1","1","1"
"4036","0.96875","0.96875","0.96875"
"4037","1","1","1"
"4038","0.96875","0.96875","0.96875"
"4039","1","1","1"
"4040","0.96875","0.96875","0.96875"
"4041","0.96875","0.96875","0.96875"
"4042","1","1","1"
"4043","1","1","1"
"4044","0.96875","0.96875","0.96875"
"4045","0.9375","0.9375","0.9375"
"4046","0.96875","0.96875","0.96875"
"4047","1","1","1"
"4048","1","1","1"
"4049","0.96875","0.96875","0.96875"
"4050","1","1","1"
"4051","0.96875","0.96875","0.96875"
"4052","1","1","1"
"4053","1","1","1"
"4054","1","1","1"
"4055","0.9375","0.9375","0.9375"
"4056","0.96875","0.96875","0.96875"
"4057","0.96875","0.96875","0.96875"
"4058","1","1","1"
"4059","1","1","1"
"4060","1","1","1"
"4061","0.9375","0.9375","0.9375"
"4062","0.9375","0.9375","0.9375"
"4063","1","1","1"
"4064","1","1","1"
"4065","1","1","1"
"4066","1","1","1"
"4067","1","1","1"
"4068","1","1","1"
"4069","1","1","1"
"4070","0.96875","0.96875","0.96875"
"4071","0.90625","0.90625","0.90625"
"4072","1","1","1"
"4073","0.9375","0.9375","0.9375"
"4074","1","1","1"
"4075","1","1","1"
"4076","1","1","1"
"4077","1","1","1"
"4078","0.96875","0.96875","0.96875"
"4079","0.96875","0.96875","0.96875"
"4080","0.96875","0.96875","0.96875"
"4081","1","1","1"
"4082","1","1","1"
"4083","1","1","1"
"4084","0.96875","0.96875","0.96875"
"4085","1","1","1"
"4086","0.96875","0.96875","0.96875"
"4087","1","1","1"
"4088","0.96875","0.96875","0.96875"
"4089","1","1","1"
"4090","0.96875","0.96875","0.96875"
"4091","1","1","1"
"4092","1","1","1"
"4093","1","1","1"
"4094","1","1","1"
"4095","0.96875","0.96875","0.96875"
"4096","0.9375","0.9375","0.9375"
"4097","1","1","1"
"4098","1","1","1"
"4099","0.96875","0.96875","0.96875"
"4100","0.96875","0.96875","0.96875"
"4101","1","1","1"
"4102","0.96875","0.96875","0.96875"
"4103","1","1","1"
"4104","1","1","1"
"4105","1","1","1"
"4106","1","1","1"
"4107","1","1","1"
"4108","1","1","1"
"4109","1","1","1"
"4110","0.96875","0.96875","0.96875"
"4111","1","1","1"
"4112","1","1","1"
"4113","1","1","1"
"4114","0.96875","0.96875","0.96875"
"4115","0.9375","0.9375","0.9375"
"4116","1","1","1"
"4117","1","1","1"
"4118","1","1","1"
"4119","1","1","1"
"4120","1","1","1"
"4121","1","1","1"
"4122","1","1","1"
"4123","0.96875","0.96875","0.96875"
"4124","1","1","1"
"4125","1","1","1"
"4126","1","1","1"
"4127","1","1","1"
"4128","0.96875","0.96875","0.96875"
"4129","1","1","1"
"4130","0.96875","0.96875","0.96875"
"4131","1","1","1"
"4132","0.96875","0.96875","0.96875"
"4133","1","1","1"
"4134","0.9375","0.9375","0.9375"
"4136","0.96875","0.96875","0.96875"
"4137","1","1","1"
"4138","0.96875","0.96875","0.96875"
"4139","1","1","1"
"4140","1","1","1"
"4141","0.96875","0.96875","0.96875"
"4142","1","1","1"
"4143","0.96875","0.96875","0.96875"
"4144","1","1","1"
"4145","1","1","1"
"4146","0.96875","0.96875","0.96875"
"4147","1","1","1"
"4148","1","1","1"
"4149","0.96875","0.96875","0.96875"
"4150","1","1","1"
"4151","1","1","1"
"4152","1","1","1"
"4153","0.96875","0.96875","0.96875"
"4154","0.96875","0.96875","0.96875"
"4155","1","1","1"
"4156","0.9375","0.9375","0.9375"
"4157","1","1","1"
"4158","0.96875","0.96875","0.96875"
"4159","1","1","1"
"4160","1","1","1"
"4161","1","1","1"
"4162","0.96875","0.96875","0.96875"
"4163","1","1","1"
"4164","1","1","1"
"4165","1","1","1"
"4166","1","1","1"
"4167","1","1","1"
"4168","0.96875","0.96875","0.96875"
"4169","1","1","1"
"4170","1","1","1"
"4171","0.96875","0.96875","0.96875"
"4172","0.9375","0.9375","0.9375"
"4173","0.96875","0.96875","0.96875"
"4174","1","1","1"
"4175","0.96875","0.96875","0.96875"
"4176","1","1","1"
"4177","0.9375","0.9375","0.9375"
"4178","1","1","1"
"4179","0.96875","0.96875","0.96875"
"4180","1","1","1"
"4181","1","1","1"
"4182","0.96875","0.96875","0.96875"
"4183","1","1","1"
"4184","1","1","1"
"4185","0.96875","0.96875","0.96875"
"4186","1","1","1"
"4187","0.9375","0.9375","0.9375"
"4188","0.96875","0.96875","0.96875"
"4189","1","1","1"
"4190","0.96875","0.96875","0.96875"
"4191","0.96875","0.96875","0.96875"
"4192","1","1","1"
"4193","0.875","0.875","0.875"
"4194","0.96875","0.96875","0.96875"
"4195","1","1","1"
"4196","1","1","1"
"4197","0.96875","0.96875","0.96875"
"4198","1","1","1"
"4199","0.9375","0.9375","0.9375"
"4200","0.96875","0.96875","0.96875"
"4201","1","1","1"
"4202","1","1","1"
"4203","1","1","1"
"4204","0.96875","0.96875","0.96875"
"4205","1","1","1"
"4206","1","1","1"
"4207","1","1","1"
"4208","0.96875","0.96875","0.96875"
"4209","0.96875","0.96875","0.96875"
"4210","0.9375","0.9375","0.9375"
"4211","0.96875","0.96875","0.96875"
"4212","0.9375","0.9375","0.9375"
"4213","0.9375","0.9375","0.9375"
"4214","1","1","1"
"4215","1","1","1"
"4216","0.96875","0.96875","0.96875"
"4217","1","1","1"
"4218","0.96875","0.96875","0.96875"
"4219","1","1","1"
"4220","1","1","1"
"4221","1","1","1"
"4222","1","1","1"
"4223","1","1","1"
"4224","1","1","1"
"4225","1","1","1"
"4226","1","1","1"
"4227","0.96875","0.96875","0.96875"
"4228","0.96875","0.96875","0.96875"
"4229","1","1","1"
"4230","0.9375","0.9375","0.9375"
"4231","1","1","1"
"4232","0.96875","0.96875","0.96875"
"4233","0.96875","0.96875","0.96875"
