"Step","0302125358 - train_accuracy","0302125358 - train_accuracy__MIN","0302125358 - train_accuracy__MAX"
"1571","0.96875","0.96875","0.96875"
"1572","0.84375","0.84375","0.84375"
"1573","0.9375","0.9375","0.9375"
"1574","1","1","1"
"1575","0.875","0.875","0.875"
"1576","1","1","1"
"1577","0.90625","0.90625","0.90625"
"1578","0.84375","0.84375","0.84375"
"1579","0.96875","0.96875","0.96875"
"1580","0.96875","0.96875","0.96875"
"1581","1","1","1"
"1582","0.90625","0.90625","0.90625"
"1583","0.96875","0.96875","0.96875"
"1584","0.9375","0.9375","0.9375"
"1585","0.9375","0.9375","0.9375"
"1586","0.90625","0.90625","0.90625"
"1587","0.96875","0.96875","0.96875"
"1588","0.90625","0.90625","0.90625"
"1589","0.96875","0.96875","0.96875"
"1590","0.9375","0.9375","0.9375"
"1591","1","1","1"
"1592","0.9375","0.9375","0.9375"
"1593","0.96875","0.96875","0.96875"
"1594","0.96875","0.96875","0.96875"
"1595","0.9375","0.9375","0.9375"
"1596","0.96875","0.96875","0.96875"
"1597","1","1","1"
"1598","1","1","1"
"1599","0.96875","0.96875","0.96875"
"1600","0.96875","0.96875","0.96875"
"1601","0.9375","0.9375","0.9375"
"1602","0.96875","0.96875","0.96875"
"1603","0.96875","0.96875","0.96875"
"1604","0.96875","0.96875","0.96875"
"1605","0.90625","0.90625","0.90625"
"1606","0.9375","0.9375","0.9375"
"1607","0.9375","0.9375","0.9375"
"1608","0.9375","0.9375","0.9375"
"1609","0.96875","0.96875","0.96875"
"1610","1","1","1"
"1611","0.9375","0.9375","0.9375"
"1612","0.96875","0.96875","0.96875"
"1613","0.84375","0.84375","0.84375"
"1614","0.96875","0.96875","0.96875"
"1615","0.96875","0.96875","0.96875"
"1616","1","1","1"
"1617","0.96875","0.96875","0.96875"
"1618","0.9375","0.9375","0.9375"
"1619","0.96875","0.96875","0.96875"
"1620","0.96875","0.96875","0.96875"
"1621","0.9375","0.9375","0.9375"
"1622","1","1","1"
"1623","0.9375","0.9375","0.9375"
"1624","1","1","1"
"1625","0.9375","0.9375","0.9375"
"1626","0.96875","0.96875","0.96875"
"1627","1","1","1"
"1628","0.96875","0.96875","0.96875"
"1629","0.96875","0.96875","0.96875"
"1630","1","1","1"
"1631","0.84375","0.84375","0.84375"
"1632","1","1","1"
"1633","0.96875","0.96875","0.96875"
"1634","0.96875","0.96875","0.96875"
"1635","0.9375","0.9375","0.9375"
"1636","1","1","1"
"1637","0.96875","0.96875","0.96875"
"1638","0.875","0.875","0.875"
"1639","1","1","1"
"1640","0.9375","0.9375","0.9375"
"1641","0.96875","0.96875","0.96875"
"1642","1","1","1"
"1643","0.96875","0.96875","0.96875"
"1644","0.90625","0.90625","0.90625"
"1645","1","1","1"
"1646","0.9375","0.9375","0.9375"
"1647","0.96875","0.96875","0.96875"
"1648","1","1","1"
"1649","0.8125","0.8125","0.8125"
"1650","1","1","1"
"1651","0.90625","0.90625","0.90625"
"1652","0.875","0.875","0.875"
"1653","0.96875","0.96875","0.96875"
"1654","1","1","1"
"1655","1","1","1"
"1656","0.96875","0.96875","0.96875"
"1657","0.96875","0.96875","0.96875"
"1658","0.90625","0.90625","0.90625"
"1659","0.9375","0.9375","0.9375"
"1660","0.9375","0.9375","0.9375"
"1661","0.96875","0.96875","0.96875"
"1662","0.96875","0.96875","0.96875"
"1663","0.9375","0.9375","0.9375"
"1664","0.96875","0.96875","0.96875"
"1665","0.96875","0.96875","0.96875"
"1666","0.9375","0.9375","0.9375"
"1667","0.875","0.875","0.875"
"1668","1","1","1"
"1669","0.9375","0.9375","0.9375"
"1670","0.96875","0.96875","0.96875"
"1671","0.9375","0.9375","0.9375"
"1672","0.9375","0.9375","0.9375"
"1673","1","1","1"
"1674","0.90625","0.90625","0.90625"
"1675","0.875","0.875","0.875"
"1676","1","1","1"
"1677","0.9375","0.9375","0.9375"
"1678","0.875","0.875","0.875"
"1679","1","1","1"
"1680","0.9375","0.9375","0.9375"
"1681","1","1","1"
"1682","0.9375","0.9375","0.9375"
"1683","0.96875","0.96875","0.96875"
"1684","0.96875","0.96875","0.96875"
"1685","0.96875","0.96875","0.96875"
"1686","0.96875","0.96875","0.96875"
"1687","1","1","1"
"1688","0.96875","0.96875","0.96875"
"1689","0.9375","0.9375","0.9375"
"1690","1","1","1"
"1691","0.9375","0.9375","0.9375"
"1692","1","1","1"
"1693","0.96875","0.96875","0.96875"
"1694","0.9375","0.9375","0.9375"
"1695","1","1","1"
"1696","1","1","1"
"1697","1","1","1"
"1698","1","1","1"
"1699","1","1","1"
"1700","0.96875","0.96875","0.96875"
"1701","0.875","0.875","0.875"
"1702","0.9375","0.9375","0.9375"
"1703","0.96875","0.96875","0.96875"
"1704","0.9375","0.9375","0.9375"
"1705","0.96875","0.96875","0.96875"
"1706","1","1","1"
"1707","0.90625","0.90625","0.90625"
"1708","0.9375","0.9375","0.9375"
"1709","1","1","1"
"1710","0.875","0.875","0.875"
"1711","1","1","1"
"1712","0.96875","0.96875","0.96875"
"1713","0.96875","0.96875","0.96875"
"1714","0.96875","0.96875","0.96875"
"1715","0.9375","0.9375","0.9375"
"1716","0.9375","0.9375","0.9375"
"1717","1","1","1"
"1718","0.9375","0.9375","0.9375"
"1719","0.9375","0.9375","0.9375"
"1720","0.96875","0.96875","0.96875"
"1721","0.9375","0.9375","0.9375"
"1722","0.96875","0.96875","0.96875"
"1723","1","1","1"
"1724","1","1","1"
"1725","0.9375","0.9375","0.9375"
"1726","0.9375","0.9375","0.9375"
"1727","0.9375","0.9375","0.9375"
"1728","0.96875","0.96875","0.96875"
"1729","0.9375","0.9375","0.9375"
"1730","0.9375","0.9375","0.9375"
"1731","1","1","1"
"1732","0.9375","0.9375","0.9375"
"1733","1","1","1"
"1734","1","1","1"
"1735","0.96875","0.96875","0.96875"
"1736","0.90625","0.90625","0.90625"
"1737","1","1","1"
"1738","1","1","1"
"1739","1","1","1"
"1740","0.9375","0.9375","0.9375"
"1741","1","1","1"
"1742","0.96875","0.96875","0.96875"
"1743","0.9375","0.9375","0.9375"
"1744","1","1","1"
"1745","0.9375","0.9375","0.9375"
"1746","0.96875","0.96875","0.96875"
"1747","1","1","1"
"1748","0.96875","0.96875","0.96875"
"1749","1","1","1"
"1750","1","1","1"
"1751","0.9375","0.9375","0.9375"
"1752","0.96875","0.96875","0.96875"
"1753","0.9375","0.9375","0.9375"
"1754","0.9375","0.9375","0.9375"
"1755","1","1","1"
"1756","0.96875","0.96875","0.96875"
"1757","1","1","1"
"1758","1","1","1"
"1759","0.96875","0.96875","0.96875"
"1760","0.96875","0.96875","0.96875"
"1761","1","1","1"
"1762","0.96875","0.96875","0.96875"
"1763","0.96875","0.96875","0.96875"
"1764","1","1","1"
"1765","0.96875","0.96875","0.96875"
"1766","1","1","1"
"1767","0.9375","0.9375","0.9375"
"1768","1","1","1"
"1769","0.9375","0.9375","0.9375"
"1770","0.96875","0.96875","0.96875"
"1771","0.9375","0.9375","0.9375"
"1772","0.9375","0.9375","0.9375"
"1773","0.96875","0.96875","0.96875"
"1774","0.96875","0.96875","0.96875"
"1775","0.96875","0.96875","0.96875"
"1776","0.96875","0.96875","0.96875"
"1777","0.875","0.875","0.875"
"1778","0.9375","0.9375","0.9375"
"1779","0.90625","0.90625","0.90625"
"1780","1","1","1"
"1781","0.875","0.875","0.875"
"1782","0.96875","0.96875","0.96875"
"1783","1","1","1"
"1784","1","1","1"
"1785","0.9375","0.9375","0.9375"
"1786","0.96875","0.96875","0.96875"
"1787","0.96875","0.96875","0.96875"
"1788","1","1","1"
"1789","0.875","0.875","0.875"
"1790","0.90625","0.90625","0.90625"
"1791","0.96875","0.96875","0.96875"
"1792","0.96875","0.96875","0.96875"
"1793","0.96875","0.96875","0.96875"
"1794","1","1","1"
"1795","0.90625","0.90625","0.90625"
"1796","0.96875","0.96875","0.96875"
"1797","0.96875","0.96875","0.96875"
"1798","0.9375","0.9375","0.9375"
"1799","0.9375","0.9375","0.9375"
"1800","0.875","0.875","0.875"
"1801","1","1","1"
"1802","0.96875","0.96875","0.96875"
"1803","1","1","1"
"1804","0.9375","0.9375","0.9375"
"1805","0.96875","0.96875","0.96875"
"1806","1","1","1"
"1807","0.9375","0.9375","0.9375"
"1808","0.96875","0.96875","0.96875"
"1809","0.96875","0.96875","0.96875"
"1810","1","1","1"
"1811","0.9375","0.9375","0.9375"
"1812","0.96875","0.96875","0.96875"
"1813","0.9375","0.9375","0.9375"
"1814","1","1","1"
"1815","0.875","0.875","0.875"
"1816","1","1","1"
"1817","0.96875","0.96875","0.96875"
"1818","0.9375","0.9375","0.9375"
"1819","0.96875","0.96875","0.96875"
"1820","1","1","1"
"1821","0.9375","0.9375","0.9375"
"1822","0.90625","0.90625","0.90625"
"1823","1","1","1"
"1824","0.9375","0.9375","0.9375"
"1825","0.875","0.875","0.875"
"1826","0.9375","0.9375","0.9375"
"1827","1","1","1"
"1828","1","1","1"
"1829","0.96875","0.96875","0.96875"
"1830","1","1","1"
"1831","1","1","1"
"1832","0.96875","0.96875","0.96875"
"1833","0.96875","0.96875","0.96875"
"1834","0.96875","0.96875","0.96875"
"1835","0.90625","0.90625","0.90625"
"1836","0.875","0.875","0.875"
"1837","0.96875","0.96875","0.96875"
"1838","1","1","1"
"1839","0.9375","0.9375","0.9375"
"1840","0.9375","0.9375","0.9375"
"1841","0.9375","0.9375","0.9375"
"1842","0.96875","0.96875","0.96875"
"1843","1","1","1"
"1844","1","1","1"
"1845","1","1","1"
"1846","0.96875","0.96875","0.96875"
"1847","1","1","1"
"1848","0.875","0.875","0.875"
"1849","0.90625","0.90625","0.90625"
"1850","0.96875","0.96875","0.96875"
"1851","0.9375","0.9375","0.9375"
"1852","0.96875","0.96875","0.96875"
"1853","0.96875","0.96875","0.96875"
"1854","0.9375","0.9375","0.9375"
"1855","0.96875","0.96875","0.96875"
"1856","1","1","1"
"1857","0.84375","0.84375","0.84375"
"1858","1","1","1"
"1859","0.96875","0.96875","0.96875"
"1860","0.96875","0.96875","0.96875"
"1861","0.96875","0.96875","0.96875"
"1862","0.875","0.875","0.875"
"1863","0.875","0.875","0.875"
"1864","0.9375","0.9375","0.9375"
"1865","0.96875","0.96875","0.96875"
"1866","0.90625","0.90625","0.90625"
"1867","0.96875","0.96875","0.96875"
"1868","0.875","0.875","0.875"
"1869","1","1","1"
"1870","0.9375","0.9375","0.9375"
"1871","0.96875","0.96875","0.96875"
"1872","0.875","0.875","0.875"
"1873","0.9375","0.9375","0.9375"
"1874","0.90625","0.90625","0.90625"
"1875","0.96875","0.96875","0.96875"
"1876","0.9375","0.9375","0.9375"
"1877","1","1","1"
"1878","0.96875","0.96875","0.96875"
"1880","1","1","1"
"1881","0.96875","0.96875","0.96875"
"1882","0.96875","0.96875","0.96875"
"1883","0.96875","0.96875","0.96875"
"1884","0.96875","0.96875","0.96875"
"1885","0.9375","0.9375","0.9375"
"1886","0.96875","0.96875","0.96875"
"1887","0.96875","0.96875","0.96875"
"1888","0.96875","0.96875","0.96875"
"1889","0.9375","0.9375","0.9375"
"1890","1","1","1"
"1891","0.90625","0.90625","0.90625"
"1892","0.96875","0.96875","0.96875"
"1893","0.96875","0.96875","0.96875"
"1894","1","1","1"
"1895","0.96875","0.96875","0.96875"
"1896","0.9375","0.9375","0.9375"
"1897","0.9375","0.9375","0.9375"
"1898","0.9375","0.9375","0.9375"
"1899","0.90625","0.90625","0.90625"
"1900","1","1","1"
"1901","0.9375","0.9375","0.9375"
"1902","1","1","1"
"1903","0.96875","0.96875","0.96875"
"1904","1","1","1"
"1905","0.90625","0.90625","0.90625"
"1906","1","1","1"
"1907","0.9375","0.9375","0.9375"
"1908","0.96875","0.96875","0.96875"
"1909","1","1","1"
"1910","0.96875","0.96875","0.96875"
"1911","0.9375","0.9375","0.9375"
"1912","0.96875","0.96875","0.96875"
"1913","0.96875","0.96875","0.96875"
"1914","0.96875","0.96875","0.96875"
"1915","1","1","1"
"1916","0.90625","0.90625","0.90625"
"1917","0.9375","0.9375","0.9375"
"1918","0.96875","0.96875","0.96875"
"1919","0.96875","0.96875","0.96875"
"1920","0.96875","0.96875","0.96875"
"1921","1","1","1"
"1922","0.9375","0.9375","0.9375"
"1923","0.96875","0.96875","0.96875"
"1924","1","1","1"
"1925","0.96875","0.96875","0.96875"
"1926","1","1","1"
"1927","0.90625","0.90625","0.90625"
"1928","1","1","1"
"1929","0.96875","0.96875","0.96875"
"1930","1","1","1"
"1931","0.96875","0.96875","0.96875"
"1932","1","1","1"
"1933","0.9375","0.9375","0.9375"
"1934","1","1","1"
"1935","0.9375","0.9375","0.9375"
"1936","0.96875","0.96875","0.96875"
"1937","1","1","1"
"1938","1","1","1"
"1939","1","1","1"
"1940","0.96875","0.96875","0.96875"
"1941","0.96875","0.96875","0.96875"
"1942","1","1","1"
"1943","1","1","1"
"1944","0.90625","0.90625","0.90625"
"1945","1","1","1"
"1946","0.9375","0.9375","0.9375"
"1947","0.96875","0.96875","0.96875"
"1948","0.96875","0.96875","0.96875"
"1949","0.96875","0.96875","0.96875"
"1950","0.9375","0.9375","0.9375"
"1951","0.96875","0.96875","0.96875"
"1952","0.90625","0.90625","0.90625"
"1953","0.96875","0.96875","0.96875"
"1954","0.90625","0.90625","0.90625"
"1955","1","1","1"
"1956","0.9375","0.9375","0.9375"
"1957","1","1","1"
"1958","1","1","1"
"1959","0.9375","0.9375","0.9375"
"1960","0.9375","0.9375","0.9375"
"1961","0.90625","0.90625","0.90625"
"1962","1","1","1"
"1963","0.9375","0.9375","0.9375"
"1964","0.96875","0.96875","0.96875"
"1965","0.96875","0.96875","0.96875"
"1966","0.96875","0.96875","0.96875"
"1967","1","1","1"
"1968","0.9375","0.9375","0.9375"
"1969","0.96875","0.96875","0.96875"
"1970","1","1","1"
"1971","0.9375","0.9375","0.9375"
"1972","0.90625","0.90625","0.90625"
"1973","0.96875","0.96875","0.96875"
"1974","0.9375","0.9375","0.9375"
"1975","0.96875","0.96875","0.96875"
"1976","1","1","1"
"1977","0.96875","0.96875","0.96875"
"1978","0.96875","0.96875","0.96875"
"1979","0.96875","0.96875","0.96875"
"1980","0.96875","0.96875","0.96875"
"1981","1","1","1"
"1982","1","1","1"
"1983","0.9375","0.9375","0.9375"
"1984","1","1","1"
"1985","1","1","1"
"1986","0.96875","0.96875","0.96875"
"1987","1","1","1"
"1988","1","1","1"
"1989","0.96875","0.96875","0.96875"
"1990","0.96875","0.96875","0.96875"
"1991","0.90625","0.90625","0.90625"
"1992","1","1","1"
"1993","0.9375","0.9375","0.9375"
"1994","0.96875","0.96875","0.96875"
"1995","0.90625","0.90625","0.90625"
"1996","1","1","1"
"1997","1","1","1"
"1998","0.9375","0.9375","0.9375"
"1999","0.96875","0.96875","0.96875"
"2000","0.9375","0.9375","0.9375"
"2001","1","1","1"
"2002","0.96875","0.96875","0.96875"
"2003","0.9375","0.9375","0.9375"
"2004","0.96875","0.96875","0.96875"
"2005","0.96875","0.96875","0.96875"
"2006","1","1","1"
"2007","1","1","1"
"2008","0.96875","0.96875","0.96875"
"2009","0.90625","0.90625","0.90625"
"2010","0.96875","0.96875","0.96875"
"2011","0.9375","0.9375","0.9375"
"2012","0.9375","0.9375","0.9375"
"2013","0.9375","0.9375","0.9375"
"2014","0.96875","0.96875","0.96875"
"2015","0.96875","0.96875","0.96875"
"2016","1","1","1"
"2017","1","1","1"
"2018","1","1","1"
"2019","1","1","1"
"2020","1","1","1"
"2021","0.9375","0.9375","0.9375"
"2022","0.96875","0.96875","0.96875"
"2023","1","1","1"
"2024","1","1","1"
"2025","1","1","1"
"2026","1","1","1"
"2027","0.9375","0.9375","0.9375"
"2028","1","1","1"
"2029","1","1","1"
"2030","1","1","1"
"2031","1","1","1"
"2032","0.96875","0.96875","0.96875"
"2033","1","1","1"
"2034","1","1","1"
"2035","0.9375","0.9375","0.9375"
"2036","0.9375","0.9375","0.9375"
"2037","0.96875","0.96875","0.96875"
"2038","0.96875","0.96875","0.96875"
"2039","0.90625","0.90625","0.90625"
"2040","0.9375","0.9375","0.9375"
"2041","1","1","1"
"2042","0.96875","0.96875","0.96875"
"2043","0.9375","0.9375","0.9375"
"2044","1","1","1"
"2045","1","1","1"
"2046","0.96875","0.96875","0.96875"
"2047","0.96875","0.96875","0.96875"
"2048","1","1","1"
"2049","0.96875","0.96875","0.96875"
"2050","0.9375","0.9375","0.9375"
"2051","0.9375","0.9375","0.9375"
"2052","1","1","1"
"2053","1","1","1"
"2054","0.96875","0.96875","0.96875"
"2055","1","1","1"
"2056","0.9375","0.9375","0.9375"
"2057","0.9375","0.9375","0.9375"
"2058","1","1","1"
"2059","1","1","1"
"2060","1","1","1"
"2061","1","1","1"
"2062","1","1","1"
"2063","0.90625","0.90625","0.90625"
"2064","0.96875","0.96875","0.96875"
"2065","0.96875","0.96875","0.96875"
"2066","0.90625","0.90625","0.90625"
"2067","0.96875","0.96875","0.96875"
"2068","0.90625","0.90625","0.90625"
"2069","1","1","1"
"2070","0.9375","0.9375","0.9375"
"2071","0.96875","0.96875","0.96875"
"2072","1","1","1"
"2073","0.96875","0.96875","0.96875"
"2074","0.96875","0.96875","0.96875"
"2075","0.9375","0.9375","0.9375"
"2076","1","1","1"
"2077","1","1","1"
"2078","0.90625","0.90625","0.90625"
"2079","1","1","1"
"2080","0.96875","0.96875","0.96875"
"2081","0.96875","0.96875","0.96875"
"2082","0.96875","0.96875","0.96875"
"2083","0.96875","0.96875","0.96875"
"2084","0.96875","0.96875","0.96875"
"2085","1","1","1"
"2086","1","1","1"
"2087","0.96875","0.96875","0.96875"
"2088","1","1","1"
"2089","1","1","1"
"2090","0.96875","0.96875","0.96875"
"2091","0.9375","0.9375","0.9375"
"2092","0.96875","0.96875","0.96875"
"2093","0.9375","0.9375","0.9375"
"2094","0.9375","0.9375","0.9375"
"2095","1","1","1"
"2096","0.96875","0.96875","0.96875"
"2097","1","1","1"
"2098","1","1","1"
"2099","0.9375","0.9375","0.9375"
"2100","1","1","1"
"2101","0.96875","0.96875","0.96875"
"2102","1","1","1"
"2103","0.96875","0.96875","0.96875"
"2104","1","1","1"
"2105","1","1","1"
"2106","1","1","1"
"2107","1","1","1"
"2108","0.96875","0.96875","0.96875"
"2109","0.96875","0.96875","0.96875"
"2110","1","1","1"
"2111","1","1","1"
"2112","1","1","1"
"2113","0.9375","0.9375","0.9375"
"2114","0.9375","0.9375","0.9375"
"2115","0.96875","0.96875","0.96875"
"2116","1","1","1"
"2117","0.96875","0.96875","0.96875"
"2118","1","1","1"
"2119","1","1","1"
"2120","0.9375","0.9375","0.9375"
"2121","1","1","1"
"2122","1","1","1"
"2123","1","1","1"
"2124","0.875","0.875","0.875"
"2125","0.90625","0.90625","0.90625"
"2126","1","1","1"
"2127","0.96875","0.96875","0.96875"
"2128","1","1","1"
"2129","0.96875","0.96875","0.96875"
"2130","0.9375","0.9375","0.9375"
"2131","1","1","1"
"2132","0.96875","0.96875","0.96875"
"2133","0.96875","0.96875","0.96875"
"2134","1","1","1"
"2135","0.96875","0.96875","0.96875"
"2136","0.96875","0.96875","0.96875"
"2137","0.96875","0.96875","0.96875"
"2138","0.9375","0.9375","0.9375"
"2139","0.9375","0.9375","0.9375"
"2140","0.9375","0.9375","0.9375"
"2141","1","1","1"
"2142","1","1","1"
"2143","1","1","1"
"2144","0.875","0.875","0.875"
"2145","0.96875","0.96875","0.96875"
"2146","1","1","1"
"2147","0.96875","0.96875","0.96875"
"2148","0.96875","0.96875","0.96875"
"2149","1","1","1"
"2150","1","1","1"
"2151","0.96875","0.96875","0.96875"
"2152","0.96875","0.96875","0.96875"
"2153","1","1","1"
"2154","0.96875","0.96875","0.96875"
"2155","1","1","1"
"2156","0.9375","0.9375","0.9375"
"2157","1","1","1"
"2158","0.96875","0.96875","0.96875"
"2159","0.96875","0.96875","0.96875"
"2160","1","1","1"
"2161","1","1","1"
"2162","1","1","1"
"2163","0.90625","0.90625","0.90625"
"2164","0.9375","0.9375","0.9375"
"2165","0.96875","0.96875","0.96875"
"2166","1","1","1"
"2167","1","1","1"
"2168","0.96875","0.96875","0.96875"
"2169","0.96875","0.96875","0.96875"
"2170","0.96875","0.96875","0.96875"
"2171","1","1","1"
"2172","0.96875","0.96875","0.96875"
"2173","1","1","1"
"2174","0.96875","0.96875","0.96875"
"2175","1","1","1"
"2176","1","1","1"
"2177","1","1","1"
"2178","1","1","1"
"2179","1","1","1"
"2180","1","1","1"
"2181","0.96875","0.96875","0.96875"
"2182","0.96875","0.96875","0.96875"
"2183","1","1","1"
"2184","0.90625","0.90625","0.90625"
"2185","0.96875","0.96875","0.96875"
"2186","0.96875","0.96875","0.96875"
"2187","1","1","1"
"2188","1","1","1"
"2189","1","1","1"
"2190","1","1","1"
"2191","1","1","1"
"2192","0.96875","0.96875","0.96875"
"2193","1","1","1"
"2194","1","1","1"
"2195","0.9375","0.9375","0.9375"
"2196","0.96875","0.96875","0.96875"
"2197","0.9375","0.9375","0.9375"
"2198","0.96875","0.96875","0.96875"
"2199","1","1","1"
"2200","0.9375","0.9375","0.9375"
"2201","1","1","1"
"2202","1","1","1"
"2203","1","1","1"
"2204","0.9375","0.9375","0.9375"
"2205","1","1","1"
"2206","1","1","1"
"2207","1","1","1"
"2208","0.9375","0.9375","0.9375"
"2209","0.96875","0.96875","0.96875"
"2210","0.96875","0.96875","0.96875"
"2211","1","1","1"
"2212","1","1","1"
"2213","0.9375","0.9375","0.9375"
"2214","0.90625","0.90625","0.90625"
"2215","1","1","1"
"2216","1","1","1"
"2217","1","1","1"
"2218","0.96875","0.96875","0.96875"
"2219","0.96875","0.96875","0.96875"
"2220","1","1","1"
"2221","1","1","1"
"2222","1","1","1"
"2223","1","1","1"
"2224","0.96875","0.96875","0.96875"
"2225","1","1","1"
"2226","0.96875","0.96875","0.96875"
"2227","0.96875","0.96875","0.96875"
"2228","0.96875","0.96875","0.96875"
"2229","0.96875","0.96875","0.96875"
"2230","0.9375","0.9375","0.9375"
"2231","0.96875","0.96875","0.96875"
"2232","0.9375","0.9375","0.9375"
"2233","0.96875","0.96875","0.96875"
"2234","1","1","1"
"2235","0.96875","0.96875","0.96875"
"2236","0.9375","0.9375","0.9375"
"2237","0.9375","0.9375","0.9375"
"2238","1","1","1"
"2239","0.9375","0.9375","0.9375"
"2240","1","1","1"
"2241","0.96875","0.96875","0.96875"
"2242","0.90625","0.90625","0.90625"
"2243","1","1","1"
"2244","1","1","1"
"2245","0.9375","0.9375","0.9375"
"2246","0.9375","0.9375","0.9375"
"2247","1","1","1"
"2248","0.96875","0.96875","0.96875"
"2249","0.9375","0.9375","0.9375"
"2250","0.96875","0.96875","0.96875"
"2251","0.9375","0.9375","0.9375"
"2252","1","1","1"
"2253","1","1","1"
"2254","1","1","1"
"2256","0.96875","0.96875","0.96875"
"2257","1","1","1"
"2258","0.96875","0.96875","0.96875"
"2259","1","1","1"
"2260","0.9375","0.9375","0.9375"
"2261","1","1","1"
"2262","1","1","1"
"2263","1","1","1"
"2264","0.96875","0.96875","0.96875"
"2265","0.96875","0.96875","0.96875"
"2266","1","1","1"
"2267","0.90625","0.90625","0.90625"
"2268","0.9375","0.9375","0.9375"
"2269","1","1","1"
"2270","0.96875","0.96875","0.96875"
"2271","1","1","1"
"2272","0.875","0.875","0.875"
"2273","1","1","1"
"2274","1","1","1"
"2275","1","1","1"
"2276","0.9375","0.9375","0.9375"
"2277","0.96875","0.96875","0.96875"
"2278","0.96875","0.96875","0.96875"
"2279","1","1","1"
"2280","1","1","1"
"2281","0.96875","0.96875","0.96875"
"2282","0.96875","0.96875","0.96875"
"2283","1","1","1"
"2284","1","1","1"
"2285","0.96875","0.96875","0.96875"
"2286","0.96875","0.96875","0.96875"
"2287","0.96875","0.96875","0.96875"
"2288","1","1","1"
"2289","0.875","0.875","0.875"
"2290","0.96875","0.96875","0.96875"
"2291","0.90625","0.90625","0.90625"
"2292","0.9375","0.9375","0.9375"
"2293","1","1","1"
"2294","1","1","1"
"2295","1","1","1"
"2296","1","1","1"
"2297","1","1","1"
"2298","0.9375","0.9375","0.9375"
"2299","0.96875","0.96875","0.96875"
"2300","0.96875","0.96875","0.96875"
"2301","0.96875","0.96875","0.96875"
"2302","1","1","1"
"2303","0.96875","0.96875","0.96875"
"2304","0.96875","0.96875","0.96875"
"2305","0.96875","0.96875","0.96875"
"2306","1","1","1"
"2307","1","1","1"
"2308","0.96875","0.96875","0.96875"
"2309","0.96875","0.96875","0.96875"
"2310","1","1","1"
"2311","0.96875","0.96875","0.96875"
"2312","1","1","1"
"2313","1","1","1"
"2314","1","1","1"
"2315","0.96875","0.96875","0.96875"
"2316","0.96875","0.96875","0.96875"
"2317","1","1","1"
"2318","0.96875","0.96875","0.96875"
"2319","1","1","1"
"2320","0.9375","0.9375","0.9375"
"2321","1","1","1"
"2322","1","1","1"
"2323","0.96875","0.96875","0.96875"
"2324","0.9375","0.9375","0.9375"
"2325","0.96875","0.96875","0.96875"
"2326","0.9375","0.9375","0.9375"
"2327","0.9375","0.9375","0.9375"
"2328","1","1","1"
"2329","0.90625","0.90625","0.90625"
"2330","0.9375","0.9375","0.9375"
"2331","0.96875","0.96875","0.96875"
"2332","0.96875","0.96875","0.96875"
"2333","0.9375","0.9375","0.9375"
"2334","0.96875","0.96875","0.96875"
"2335","1","1","1"
"2336","0.96875","0.96875","0.96875"
"2337","0.9375","0.9375","0.9375"
"2338","1","1","1"
"2339","1","1","1"
"2340","0.9375","0.9375","0.9375"
"2341","0.9375","0.9375","0.9375"
"2342","0.96875","0.96875","0.96875"
"2343","0.9375","0.9375","0.9375"
"2344","0.96875","0.96875","0.96875"
"2345","0.96875","0.96875","0.96875"
"2346","1","1","1"
"2347","0.9375","0.9375","0.9375"
"2348","0.96875","0.96875","0.96875"
"2349","1","1","1"
"2350","0.9375","0.9375","0.9375"
"2351","0.96875","0.96875","0.96875"
"2352","1","1","1"
"2353","0.9375","0.9375","0.9375"
"2354","0.9375","0.9375","0.9375"
"2355","1","1","1"
"2356","0.9375","0.9375","0.9375"
"2357","1","1","1"
"2358","0.9375","0.9375","0.9375"
"2359","0.90625","0.90625","0.90625"
"2360","1","1","1"
"2361","0.96875","0.96875","0.96875"
"2362","1","1","1"
"2363","0.875","0.875","0.875"
"2364","0.96875","0.96875","0.96875"
"2365","0.96875","0.96875","0.96875"
"2366","0.96875","0.96875","0.96875"
"2367","0.96875","0.96875","0.96875"
"2368","1","1","1"
"2369","0.96875","0.96875","0.96875"
"2370","0.9375","0.9375","0.9375"
"2371","0.9375","0.9375","0.9375"
"2372","1","1","1"
"2373","0.90625","0.90625","0.90625"
"2374","0.96875","0.96875","0.96875"
"2375","0.96875","0.96875","0.96875"
"2376","0.9375","0.9375","0.9375"
"2377","0.96875","0.96875","0.96875"
"2378","1","1","1"
"2379","0.96875","0.96875","0.96875"
"2380","0.9375","0.9375","0.9375"
"2381","0.96875","0.96875","0.96875"
"2382","1","1","1"
"2383","1","1","1"
"2384","0.9375","0.9375","0.9375"
"2385","0.96875","0.96875","0.96875"
"2386","0.9375","0.9375","0.9375"
"2387","1","1","1"
"2388","1","1","1"
"2389","0.96875","0.96875","0.96875"
"2390","1","1","1"
"2391","0.90625","0.90625","0.90625"
"2392","1","1","1"
"2393","0.9375","0.9375","0.9375"
"2394","1","1","1"
"2395","0.9375","0.9375","0.9375"
"2396","0.96875","0.96875","0.96875"
"2397","1","1","1"
"2398","0.90625","0.90625","0.90625"
"2399","0.9375","0.9375","0.9375"
"2400","0.96875","0.96875","0.96875"
"2401","0.9375","0.9375","0.9375"
"2402","1","1","1"
"2403","0.96875","0.96875","0.96875"
"2404","1","1","1"
"2405","0.96875","0.96875","0.96875"
"2406","1","1","1"
